UID,Humidity,Temperature,Age,Quantity,MTTF 
821,53.93,90.54,15,60189,342
822,85.52,60.73,13,47504,65
823,95.82,59.93,5,45469,391
824,55.11,80.93,6,52544,215
825,13.42,47.79,6,47993,339
826,28.52,84.25,16,70781,523
827,12.82,74.33,5,78391,355
828,82.09,81.35,5,29096,483
829,59.29,44.85,3,46282,335
830,21.64,93.52,6,77863,354
831,62.62,37.56,8,79401,358
832,58.26,46.87,16,58822,233
833,40.62,92.52,11,79704,332
834,63.92,81.87,15,58736,255
835,77.45,58.9,5,68230,305
836,91.21,49.43,10,62420,570
837,80.95,65.48,6,35851,517
838,13.95,36.92,8,55503,552
839,21.48,57.54,1,40775,521
840,81.65,85.68,5,46576,494
841,61.28,80.37,4,33415,211
842,97.13,81.96,11,26006,332
843,9.51,59.31,13,78739,126
844,90.36,39.68,12,40545,559
845,7.21,69.32,15,65977,144
846,20.92,60.88,15,58727,81
847,92.79,80.53,5,34000,138
848,95.57,59.31,8,33620,535
849,25.89,75.21,6,32427,548
850,52.82,90.6,3,78245,248
851,55.48,40.86,11,60793,284
852,55.09,77.82,14,36833,369
853,38.57,52.01,16,51188,276
854,50.69,35.44,9,64871,448
855,69.33,47.69,17,38036,497
856,62.03,78.56,6,34608,137
857,37.17,83.18,12,38962,519
858,96.86,41.86,14,62113,321
859,59.1,37.08,17,53759,243
860,46.42,37.14,16,48674,563
861,59.73,78.47,11,69717,172
862,25.81,42.85,9,57881,312
863,70.34,38.61,4,29835,472
864,70.9,64.14,13,78253,155
865,74.33,82.46,5,54757,500
866,81.56,64.88,14,54653,53
867,17.29,35.3,9,77224,498
868,69.82,81.57,13,68458,579
869,63.59,76.81,9,23521,311
870,78.55,47.17,6,53110,513
871,88.16,82.51,4,26245,129
872,5.68,85.8,15,56158,314
873,40.95,57.99,13,49322,476
874,70.59,70.96,14,78598,555
875,83.82,57.73,3,66543,137
876,63.26,81.23,16,36069,404
877,13.87,86.98,15,52089,80
878,42.95,37.04,7,78382,396
879,35.44,90.12,11,26373,175
880,95.46,50.71,8,39854,546
881,56.07,76.0,12,73152,486
882,91.72,71.19,7,29146,275
883,17.42,65.29,10,78973,165
884,30.45,81.01,6,29000,260
885,92.96,80.23,17,69833,484
886,22.63,69.06,3,58707,490
887,55.1,64.11,7,71039,443
888,66.46,42.95,11,43430,500
889,89.74,76.69,16,75846,338
890,36.71,83.26,5,73911,211
891,13.85,38.35,10,68777,443
892,54.26,84.95,6,75127,303
893,26.97,69.16,4,29915,414
894,8.08,51.56,7,34915,331
895,86.79,42.86,2,67480,538
896,18.4,52.76,8,33726,443
897,98.49,92.32,9,40830,65
898,93.23,87.85,11,29683,171
899,10.85,43.58,15,27603,555
900,10.87,38.4,2,23777,519
901,64.61,40.79,13,62573,537
902,51.75,80.25,6,32447,501
903,90.38,94.16,7,61822,120
904,50.59,57.19,4,69422,181
905,42.24,56.92,6,24881,446
906,6.84,50.45,16,43035,442
907,14.47,73.83,9,65567,499
908,23.62,91.39,14,72448,279
909,47.78,66.3,16,45459,230
910,71.03,56.55,5,65533,472
911,16.72,60.93,16,66795,340
912,76.93,91.77,6,34316,518
913,23.83,94.46,10,41773,252
914,90.14,53.3,8,76662,256
915,61.17,75.8,11,49483,90
916,77.68,79.42,11,24724,200
917,97.5,65.04,13,37111,116
918,73.82,79.07,5,37439,206
919,22.86,78.16,2,47105,385
920,15.93,86.64,4,32036,84
921,14.95,52.74,13,35748,188
922,22.95,53.71,6,36145,454
923,85.91,71.09,13,27882,553
924,64.59,92.69,8,69716,371
925,65.07,54.19,15,37838,367
926,9.12,88.23,13,54927,110
927,16.08,52.96,13,75064,223
928,57.36,40.98,17,48485,406
929,98.7,40.29,3,44162,194
930,6.1,35.34,9,34680,327
931,98.73,41.35,14,43056,170
932,59.25,61.98,10,70281,136
933,26.59,57.28,4,35885,111
934,29.15,66.72,8,36419,271
935,15.21,93.05,10,36309,496
936,80.52,79.11,10,67161,188
937,9.79,62.27,2,44219,203
938,22.04,90.99,3,23405,137
939,27.48,40.26,3,57018,178
940,61.62,77.56,13,70864,563
941,14.8,85.69,14,25719,377
942,58.81,76.94,12,39384,166
943,57.96,40.92,15,39507,441
944,24.94,75.69,12,64267,359
945,61.4,43.65,8,51763,219
946,17.27,78.58,14,43651,213
947,23.7,88.87,16,44746,245
948,93.13,87.99,9,46732,444
949,29.81,62.29,1,70577,501
950,74.1,71.06,14,25467,169
951,61.91,47.2,5,42071,372
952,12.17,78.38,8,25199,457
953,31.45,77.91,9,69028,365
954,94.09,72.38,3,67217,94
955,12.96,45.8,15,71816,435
956,72.81,88.09,16,46858,230
957,69.27,46.58,8,29718,527
958,43.85,40.97,10,46888,424
959,55.19,42.63,7,46341,401
960,14.97,78.22,9,57905,129
961,24.98,78.49,3,54025,242
962,78.21,70.48,4,60405,401
963,44.69,50.6,10,30096,436
964,6.32,82.41,16,57144,121
965,41.51,92.86,12,52576,517
966,58.88,41.47,3,68487,265
967,71.09,64.46,7,67410,81
968,29.08,73.88,15,78368,199
969,40.68,75.37,13,53313,511
970,96.21,70.61,9,58261,241
971,30.51,49.8,5,63101,291
972,60.19,78.93,2,56596,373
973,68.26,75.57,2,67773,478
974,25.38,48.32,2,56323,261
975,6.49,75.03,4,33175,581
976,69.12,47.37,9,36085,405
977,74.11,70.2,10,28852,491
978,9.75,88.26,15,39376,216
979,7.89,35.97,10,71361,327
980,30.14,42.04,10,50545,228
981,80.51,45.68,4,47052,188
982,32.54,76.16,8,24067,498
983,16.71,49.22,13,41702,88
984,89.78,64.27,9,75699,332
985,73.46,40.13,15,39808,51
986,19.52,77.82,6,66678,571
987,75.01,67.09,3,23049,86
988,48.66,71.07,5,40283,269
989,49.4,92.95,3,76124,233
990,55.27,47.83,11,43619,462
991,9.92,68.16,8,48834,220
992,92.89,45.51,14,56483,149
993,58.66,46.08,16,48265,145
994,94.19,54.31,7,69187,454
995,80.45,78.61,15,71753,164
996,14.65,74.36,10,71333,271
997,20.19,52.75,8,78924,440
998,56.86,87.18,8,44274,218
999,78.45,93.59,16,47580,263
1000,83.66,49.48,14,66462,467
1001,34.17,63.4,2,31050,173
1002,56.97,73.62,2,76028,311
1003,94.82,79.14,13,30286,413
1004,72.31,46.93,12,38024,376
1005,59.87,90.94,4,24912,579
1006,28.38,41.4,13,24978,295
1007,90.01,37.66,6,61751,573
1008,99.36,69.04,6,57954,94
1009,41.67,89.71,5,75446,342
1010,40.9,35.65,11,70028,154
1011,27.56,35.29,4,37875,554
1012,26.35,52.19,14,75196,562
1013,47.49,85.32,16,78887,311
1014,29.4,39.24,1,66723,483
1015,61.14,39.61,5,34170,108
1016,7.86,64.45,11,57439,250
1017,93.15,53.85,14,31494,288
1018,14.52,80.17,9,72767,361
1019,20.24,79.07,13,43640,187
1020,51.66,48.07,5,62214,448
1021,20.4,51.89,3,27976,406
1022,55.43,79.6,9,53478,53
1023,57.18,88.6,12,58163,150
1024,90.27,59.39,15,76315,301
1025,96.5,88.24,12,43477,548
1026,61.04,87.64,7,78121,163
1027,46.0,84.69,15,68597,248
1028,55.06,75.75,9,64643,502
1029,61.06,35.24,16,42162,303
1030,15.96,93.39,7,77756,485
1031,65.57,39.51,16,37978,445
1032,7.93,53.19,12,73873,336
1033,56.03,45.38,3,30675,150
1034,87.61,83.18,7,67493,231
1035,43.39,45.33,11,27112,229
1036,51.96,80.48,12,48531,106
1037,40.88,76.56,9,66711,397
1038,72.88,68.13,4,51375,458
1039,41.22,54.35,7,52343,259
1040,70.15,49.59,3,60801,226
1041,55.06,41.2,12,74437,93
1042,36.48,59.05,9,36643,381
1043,14.29,48.1,4,36011,242
1044,42.2,37.53,7,33194,462
1045,21.37,73.16,10,66375,305
1046,82.99,63.42,11,54939,124
1047,45.71,42.51,2,54583,522
1048,63.44,88.31,5,71900,534
1049,91.04,75.88,3,40416,144
1050,8.4,63.02,14,57723,188
1051,94.49,36.19,15,29270,450
1052,7.06,43.13,5,37458,475
1053,42.71,94.65,10,60634,488
1054,38.47,60.2,13,32184,350
1055,51.57,41.35,6,25532,134
1056,61.08,89.11,8,46014,488
1057,35.24,91.61,8,67826,420
1058,5.43,71.12,8,72114,180
1059,33.6,80.97,6,52104,510
1060,41.55,51.25,14,24896,415
1061,34.61,64.16,15,23990,261
1062,70.25,69.48,6,53457,399
1063,59.95,47.81,2,28868,495
1064,30.01,65.83,12,61403,324
1065,42.86,90.56,8,69969,443
1066,16.15,40.17,14,30407,270
1067,58.41,85.78,3,32800,474
1068,72.72,81.56,14,45170,128
1069,86.04,39.12,7,77119,542
1070,84.99,92.84,2,35056,511
1071,83.28,47.33,7,35842,171
1072,94.56,71.92,16,23093,466
1073,45.12,88.98,11,29476,527
1074,5.35,69.6,11,27550,218
1075,33.97,46.7,8,29394,390
1076,47.96,47.64,10,58060,404
1077,43.7,66.77,9,36754,419
1078,17.29,38.16,9,52064,154
1079,91.64,91.85,9,28296,440
1080,41.1,73.92,2,72544,78
1081,67.1,81.56,9,73556,558
1082,53.24,92.49,10,25482,338
1083,73.77,83.04,14,78629,430
1084,78.92,69.5,3,32326,154
1085,29.12,35.01,13,43030,84
1086,7.26,50.04,8,35629,268
1087,40.36,56.75,17,69228,282
1088,31.94,79.23,16,55153,557
1089,55.0,42.05,17,45206,428
1090,57.0,62.03,12,49494,343
1091,91.55,63.07,11,59945,469
1092,16.3,52.63,7,49457,300
1093,63.94,77.88,5,25431,135
1094,43.34,65.59,14,41788,335
1095,14.34,85.59,2,60114,492
1096,62.93,43.65,11,24421,394
1097,15.46,59.06,9,77711,86
1098,90.76,38.44,7,28411,272
1099,52.51,94.66,13,76872,324
1100,62.62,63.37,10,57542,140
1101,55.33,68.88,10,50876,539
1102,47.84,76.46,5,51956,428
1103,73.6,62.08,13,58593,155
1104,44.67,70.15,3,62384,468
1105,88.71,56.8,7,54272,192
1106,57.81,77.13,5,53900,347
1107,77.67,37.4,1,34705,331
1108,27.86,78.16,7,35999,318
1109,25.77,80.3,4,48844,356
1110,78.57,68.92,4,59881,316
1111,24.31,55.31,5,23388,467
1112,27.83,73.73,14,37774,229
1113,92.31,40.79,15,24871,230
1114,40.63,86.0,4,27594,196
1115,84.83,60.48,15,23862,281
1116,37.61,59.05,6,42729,281
1117,32.12,54.9,17,38774,131
1118,68.19,55.82,16,77831,323
1119,96.13,38.15,10,74797,344
1120,90.23,63.69,15,30971,263
1121,10.11,94.79,16,49166,163
1122,65.44,65.08,3,24081,73
1123,14.44,87.13,5,68922,270
1124,72.45,77.75,8,62603,465
1125,39.26,82.85,5,64252,81
1126,75.12,59.73,8,43850,393
1127,85.0,66.33,2,34457,486
1128,96.44,36.27,12,25104,97
1129,78.53,88.09,2,34516,267
1130,53.68,77.26,5,23743,453
1131,76.37,78.15,15,24326,472
1132,34.8,56.11,5,25196,229
1133,71.24,67.85,10,67834,105
1134,61.03,52.2,11,44399,326
1135,77.51,60.81,3,50049,569
1136,17.01,94.86,9,33206,80
1137,7.49,62.65,10,49996,141
1138,91.34,44.11,17,62607,509
1139,99.6,82.98,6,71504,175
1140,37.02,41.37,3,76072,581
1141,9.79,88.95,5,62374,183
1142,30.52,84.78,4,72000,328
1143,38.87,44.17,17,72000,374
1144,58.9,92.15,14,41305,149
1145,55.24,94.45,11,23080,563
1146,13.52,94.41,10,41657,281
1147,34.21,76.26,10,51507,66
1148,75.08,91.97,14,35807,122
1149,9.52,56.76,17,45053,342
1150,65.04,60.43,11,50590,209
1151,70.71,44.46,4,25209,50
1152,51.49,70.32,9,53967,541
1153,20.81,83.18,13,79645,325
1154,36.62,88.29,8,29734,94
1155,98.34,38.95,2,33868,170
1156,15.74,75.61,10,36837,276
1157,83.13,85.22,11,27193,499
1158,70.45,53.9,11,59500,342
1159,70.2,94.1,9,45004,194
1160,51.38,67.57,1,59745,77
1161,93.54,62.4,13,61592,339
1162,43.95,94.38,15,71111,82
1163,50.23,55.67,5,38972,528
1164,29.96,55.48,10,35792,168
1165,31.75,72.37,15,63024,464
1166,33.28,40.47,7,50383,568
1167,36.56,61.93,4,78427,103
1168,57.15,50.9,7,54721,557
1169,62.77,77.43,7,25407,120
1170,53.2,71.69,6,28853,304
1171,97.76,84.3,5,67588,491
1172,55.3,40.8,8,45532,243
1173,50.89,52.79,1,46110,514
1174,33.04,92.2,5,31526,418
1175,10.5,56.24,5,46128,447
1176,99.95,42.12,6,79776,486
1177,65.66,45.77,6,52989,465
1178,59.44,49.02,8,64255,99
1179,26.37,57.2,8,73407,195
1180,8.54,61.67,2,70414,305
1181,20.09,42.58,12,67572,570
1182,56.37,66.26,8,45959,405
1183,26.19,80.66,1,56746,463
1184,99.53,55.82,14,46437,495
1185,87.81,42.68,7,59680,536
1186,74.99,73.57,11,68921,431
1187,45.45,56.93,12,77712,425
1188,67.18,74.85,15,48826,248
1189,91.1,53.14,17,42594,119
1190,28.92,61.34,4,38185,57
1191,37.19,66.22,5,45126,303
1192,77.44,77.06,15,67219,197
1193,72.42,83.85,11,42056,329
1194,97.24,43.15,11,46561,548
1195,84.96,51.11,10,70791,499
1196,95.2,93.17,5,64904,570
1197,95.5,51.8,3,63754,536
1198,11.0,42.29,6,41955,556
1199,36.18,48.68,10,38477,559
1200,27.57,59.15,13,45064,413
1201,29.42,41.46,12,58569,250
1202,57.81,84.06,16,57374,109
1203,58.24,79.23,16,47001,164
1204,81.45,85.97,10,35679,546
1205,31.02,49.38,4,55614,499
1206,87.65,67.89,1,53445,435
1207,59.73,76.57,4,66962,82
1208,94.17,56.91,17,46331,320
1209,32.71,51.43,9,53939,410
1210,31.68,71.1,2,71061,218
1211,51.77,84.64,3,60355,119
1212,78.39,59.77,9,76636,527
1213,87.28,54.37,17,45062,431
1214,12.28,67.31,10,38071,191
1215,72.03,43.65,7,48379,459
1216,23.61,64.74,11,42836,275
1217,72.72,88.69,10,57202,474
1218,9.26,92.8,8,29982,477
1219,71.0,71.94,10,36620,328
1220,22.71,69.28,15,50298,513
1221,85.05,40.37,16,65471,207
1222,98.33,71.2,10,75587,391
1223,46.78,72.75,12,78899,269
1224,93.49,41.02,14,35489,376
1225,36.44,85.76,14,64981,458
1226,7.42,68.48,4,46725,113
1227,69.46,38.82,16,45307,77
1228,77.98,91.79,13,41542,274
1229,29.49,55.15,3,35141,234
1230,6.33,94.72,16,65087,201
1231,20.27,53.01,1,31266,473
1232,62.3,87.84,14,25701,286
1233,85.73,41.7,3,39424,122
1234,54.21,91.45,11,74303,351
1235,37.75,87.79,17,29256,384
1236,13.52,40.75,5,33690,127
1237,20.67,47.93,14,38684,249
1238,12.5,63.19,13,46555,327
1239,45.23,44.28,1,46328,191
1240,63.29,57.51,1,30983,344
1241,20.38,78.97,9,74711,308
1242,33.02,35.95,11,41639,327
1243,73.73,62.72,3,28922,168
1244,69.95,40.11,3,74694,393
1245,40.35,75.97,12,44969,290
1246,67.5,78.91,17,48572,345
1247,82.5,60.66,14,42907,116
1248,87.96,62.46,12,76249,81
1249,51.14,62.05,11,55847,83
1250,74.62,52.62,10,71607,497
1251,19.7,73.72,8,73150,386
1252,15.72,57.69,8,37022,410
1253,12.78,45.27,4,72943,79
1254,77.97,62.76,5,30430,401
1255,54.4,46.0,16,61255,333
1256,7.52,62.23,12,35084,298
1257,69.21,39.61,2,78560,96
1258,18.79,93.39,13,25232,403
1259,40.29,80.51,13,73042,558
1260,10.93,69.48,2,39544,565
1261,82.59,63.38,6,36016,284
1262,63.46,93.22,11,71124,169
1263,58.52,55.86,6,63707,298
1264,24.95,89.12,7,67708,175
1265,64.21,43.79,4,66011,114
1266,55.8,54.05,7,37051,495
1267,82.72,58.52,6,78453,175
1268,98.8,66.16,3,42641,497
1269,85.88,40.01,17,29858,412
1270,12.42,59.21,3,58289,113
1271,58.8,75.92,5,37333,422
1272,76.37,35.86,10,58788,335
1273,53.43,89.85,11,60322,100
1274,56.65,43.23,10,56446,94
1275,28.4,54.07,2,38816,322
1276,22.63,89.41,17,74081,426
1277,7.93,36.89,11,33568,387
1278,50.12,84.22,13,28359,230
1279,52.01,37.95,9,28499,581
1280,62.36,46.12,15,48003,334
1281,78.61,86.63,14,73866,393
1282,73.88,86.92,6,64799,253
1283,38.57,92.83,6,44257,96
1284,5.79,45.92,7,36997,530
1285,21.54,70.08,11,69262,153
1286,90.46,65.6,17,69416,112
1287,69.36,87.7,7,62320,234
1288,64.77,81.78,6,47218,87
1289,68.97,48.58,3,51558,284
1290,51.55,69.05,16,30967,293
1291,14.02,67.12,15,73939,284
1292,73.18,48.86,2,68798,387
1293,59.94,52.7,10,77560,516
1294,29.94,91.73,3,69665,503
1295,54.91,73.22,10,52732,87
1296,62.79,54.4,6,23424,285
1297,90.44,70.43,9,54693,509
1298,82.88,70.97,13,79384,514
1299,16.75,59.37,7,39258,574
1300,45.61,88.97,9,48025,148
1301,66.59,36.78,10,31096,344
1302,87.96,79.38,4,50715,289
1303,28.75,62.77,15,34223,70
1304,86.73,42.33,9,70572,256
1305,98.79,55.94,9,71555,462
1306,5.9,43.73,2,46798,380
1307,97.61,45.96,15,60869,353
1308,80.9,47.34,6,31527,527
1309,75.88,59.35,4,75342,553
1310,58.76,41.05,4,51592,473
1311,81.89,74.46,17,78489,370
1312,33.18,52.84,3,58496,293
1313,19.54,80.59,15,67986,330
1314,79.44,87.27,15,38254,410
1315,38.56,36.08,10,41500,137
1316,60.5,88.22,9,35997,232
1317,86.41,89.0,10,38328,472
1318,94.77,47.04,4,32468,142
1319,7.6,94.32,3,67777,162
1320,8.02,85.68,1,68301,439
1321,41.69,54.49,14,36062,463
1322,38.6,42.8,6,41425,174
1323,20.66,53.13,11,57565,135
1324,31.78,89.29,1,63441,383
1325,79.84,50.84,15,36581,358
1326,76.14,78.16,5,66447,333
1327,98.68,93.35,3,24129,257
1328,15.21,39.73,9,46462,145
1329,68.77,53.04,7,57885,256
1330,45.88,48.81,3,35505,450
1331,79.73,38.94,4,49724,351
1332,31.15,51.64,13,74246,543
1333,19.31,65.4,7,45894,183
1334,30.63,89.32,13,66018,503
1335,43.08,38.83,17,46226,250
1336,6.94,51.79,3,34076,483
1337,14.9,77.12,9,59730,479
1338,17.66,38.79,7,32703,385
1339,14.09,68.01,10,28037,396
1340,91.85,74.76,14,47585,101
1341,36.74,55.58,1,37328,216
1342,66.31,85.92,7,36878,405
1343,68.9,79.36,11,33098,180
1344,75.46,87.75,1,69517,539
1345,39.56,89.37,8,64359,149
1346,33.38,77.04,10,55586,259
1347,35.8,78.05,16,26810,266
1348,32.15,73.75,1,43353,252
1349,93.47,62.47,14,23822,160
1350,43.16,78.74,5,58886,507
1351,64.02,50.33,8,61767,212
1352,81.18,37.53,16,66291,171
1353,27.39,68.12,14,69195,373
1354,61.64,91.84,7,46699,212
1355,61.12,47.91,6,34492,276
1356,68.51,57.31,2,26881,577
1357,59.16,67.72,14,28089,561
1358,52.94,48.78,4,66030,488
1359,29.12,89.03,10,58935,560
1360,29.14,85.71,15,23766,539
1361,23.81,42.05,2,33026,381
1362,62.3,67.84,9,36687,213
1363,98.03,77.9,15,75449,309
1364,10.51,55.44,14,28177,303
1365,15.11,90.61,13,39470,201
1366,70.59,83.56,9,31695,163
1367,36.26,86.96,17,69921,266
1368,97.43,64.03,6,77903,330
1369,24.24,82.2,7,65528,433
1370,10.81,73.89,3,45475,484
1371,17.2,80.76,15,75629,84
1372,5.34,73.48,2,45100,543
1373,68.86,76.43,15,31778,429
1374,59.22,68.01,1,46683,310
1375,15.04,83.55,10,71162,84
1376,34.2,68.48,6,36219,362
1377,93.61,35.92,9,46316,213
1378,44.88,57.23,10,77262,462
1379,16.78,40.24,5,27946,275
1380,21.01,79.43,14,26858,419
1381,68.86,89.8,2,52454,533
1382,24.25,45.31,5,44491,313
1383,71.71,52.98,8,69212,225
1384,63.31,67.43,3,67834,537
1385,62.98,70.14,12,59482,139
1386,46.11,54.0,15,42326,286
1387,99.98,51.28,10,36267,149
1388,68.02,36.15,13,41408,489
1389,89.83,66.64,11,51954,563
1390,71.17,67.09,6,49750,121
1391,22.57,81.27,12,57679,470
1392,38.25,92.84,3,26162,201
1393,81.24,80.71,5,75916,315
1394,93.06,72.55,12,35392,153
1395,62.55,45.48,16,65091,413
1396,53.46,53.89,3,42290,575
1397,60.36,70.83,10,65461,219
1398,49.23,40.79,7,57352,229
1399,10.88,87.72,2,59489,180
1400,54.51,81.58,14,78443,328
1401,82.96,85.77,4,62872,295
1402,10.94,38.15,8,66678,546
1403,14.83,38.39,15,59081,505
1404,38.54,65.08,6,42939,187
1405,19.73,84.59,15,26833,372
1406,13.04,87.29,12,51574,156
1407,5.24,62.04,7,34545,403
1408,24.59,47.67,12,52679,416
1409,20.72,71.24,14,73435,83
1410,35.6,78.21,10,60684,551
1411,93.51,52.73,5,54454,289
1412,30.59,38.32,7,63765,447
1413,11.41,77.47,11,69724,564
1414,69.39,68.24,6,46549,152
1415,17.17,62.92,10,62132,499
1416,81.77,54.98,6,47739,170
1417,11.97,38.63,6,30639,236
1418,81.32,76.55,9,30809,286
1419,70.68,59.95,9,48234,163
1420,83.22,60.18,1,44444,518
1421,51.24,70.94,10,47338,509
1422,64.98,38.22,12,24270,381
1423,67.9,45.17,2,75142,497
1424,82.02,40.83,12,62533,439
1425,34.86,55.87,15,46312,338
1426,19.71,53.51,8,71226,279
1427,64.56,60.44,9,29953,348
1428,84.82,85.51,14,69868,57
1429,43.64,39.24,14,38534,185
1430,28.35,86.25,16,27642,106
1431,95.28,61.03,3,52475,353
1432,69.96,58.43,2,77494,141
1433,51.83,84.53,4,68035,367
1434,88.48,83.06,2,42250,371
1435,67.08,45.28,2,34670,160
1436,23.99,40.48,4,45822,131
1437,97.07,60.92,10,67858,492
1438,64.17,64.55,7,25476,492
1439,37.34,50.85,2,71435,572
1440,90.41,58.84,9,41242,291
1441,51.45,90.2,3,75681,94
1442,21.15,62.74,5,41378,220
1443,77.89,55.91,16,31613,554
1444,83.23,75.05,11,77439,253
1445,26.93,70.16,9,36178,532
1446,23.17,57.02,8,36042,392
1447,12.02,59.52,13,58399,91
1448,56.3,43.85,11,47283,154
1449,13.89,83.92,4,69693,332
1450,97.9,50.62,9,40750,119
1451,76.74,53.15,17,36362,239
1452,29.36,56.65,9,54498,553
1453,49.75,56.53,16,54713,585
1454,91.14,37.87,7,39664,260
1455,95.38,51.76,8,27441,484
1456,51.37,55.91,4,32137,137
1457,44.42,73.22,16,66652,253
1458,11.52,41.19,5,57181,147
1459,20.04,90.86,3,51535,360
1460,22.78,79.11,12,79813,500
1461,99.86,56.35,7,34508,123
1462,8.05,60.93,2,28281,234
1463,90.86,41.33,10,73005,497
1464,6.42,69.64,7,47377,143
1465,56.56,53.52,8,23627,296
1466,33.25,79.07,7,27094,435
1467,85.95,76.41,3,79714,496
1468,83.07,77.49,6,47832,59
1469,45.41,42.99,6,29352,317
1470,41.2,91.24,10,35263,87
1471,61.63,49.75,15,69298,207
1472,21.06,42.46,2,62028,476
1473,98.38,45.9,15,42033,116
1474,96.22,52.98,10,32685,428
1475,44.27,87.05,9,69258,226
1476,88.16,40.06,9,45917,95
1477,36.95,48.01,3,37366,358
1478,35.48,65.67,10,52379,417
1479,72.3,40.15,15,58342,357
1480,91.02,89.92,10,74572,554
1481,13.14,57.24,4,33378,471
1482,81.15,38.73,16,45654,301
1483,90.6,54.4,7,28561,197
1484,87.39,51.94,3,29223,263
1485,95.87,40.19,15,49814,448
1486,31.72,64.47,10,72116,408
1487,73.2,42.14,4,78913,174
1488,79.58,62.08,12,24509,149
1489,38.93,81.41,6,40294,526
1490,73.97,82.99,2,43207,290
1491,84.37,55.46,13,55999,142
1492,95.13,92.51,7,31269,444
1493,27.28,69.02,9,28133,250
1494,19.58,63.18,2,59142,376
1495,77.98,45.37,4,35262,433
1496,77.25,61.44,6,74492,460
1497,74.35,46.26,8,71633,316
1498,5.47,86.48,14,50858,341
1499,88.0,88.08,6,38028,517
1500,11.7,77.81,10,44319,255
1501,42.1,55.58,11,62047,214
1502,43.49,94.5,4,61521,263
1503,77.9,87.57,4,59902,116
1504,74.53,39.25,9,53046,149
1505,33.58,43.03,7,68548,222
1506,28.71,36.3,10,32376,123
1507,79.31,63.6,3,32035,487
1508,61.33,73.2,1,25444,326
1509,90.96,81.83,7,28798,341
1510,75.47,55.56,11,33784,430
1511,13.8,73.66,12,44352,371
1512,32.87,60.25,14,43378,77
1513,15.26,36.84,3,57657,154
1514,67.75,44.73,16,40248,508
1515,11.21,86.48,5,28179,250
1516,15.3,59.57,4,29548,120
1517,84.21,94.01,16,38266,390
1518,43.33,48.62,8,29408,458
1519,17.9,56.36,7,70001,434
1520,83.4,77.04,6,54120,182
1521,84.06,38.0,12,72142,315
1522,8.75,82.3,15,68200,119
1523,88.32,50.69,12,62278,303
1524,77.5,57.87,14,78356,426
1525,18.03,90.1,5,63453,223
1526,72.92,50.43,4,34710,551
1527,77.73,43.0,16,34900,97
1528,44.92,62.87,16,77392,441
1529,7.24,78.16,10,27846,106
1530,64.63,49.38,8,70674,432
1531,95.45,92.78,6,23064,530
1532,31.09,44.57,6,41371,382
1533,83.82,39.49,9,51919,66
1534,21.61,86.55,11,66461,317
1535,44.66,53.86,2,37510,52
1536,28.08,74.9,3,60563,483
1537,86.36,41.64,5,73269,67
1538,10.35,48.69,17,29772,78
1539,39.07,39.53,16,77923,95
1540,72.06,40.14,2,63602,259
1541,87.06,65.43,4,56248,156
1542,74.32,43.62,2,70753,227
1543,26.75,75.69,16,47436,90
1544,16.0,64.08,16,79248,535
1545,26.43,45.33,13,73685,102
1546,58.37,69.72,16,27882,555
1547,29.81,43.62,16,53419,201
1548,77.73,44.02,4,52552,213
1549,56.14,68.01,15,62121,443
1550,60.13,87.56,10,63360,88
1551,63.77,65.73,11,66424,268
1552,23.74,73.34,4,50859,527
1553,77.06,35.93,6,27357,385
1554,8.81,59.93,7,61723,79
1555,40.53,36.6,1,55069,505
1556,67.2,83.3,11,28014,93
1557,64.29,70.03,13,54528,111
1558,70.95,70.93,11,76004,64
1559,89.83,93.82,7,60049,458
1560,96.0,39.91,12,65681,140
1561,73.99,90.14,5,44596,241
1562,12.47,47.97,5,58333,433
1563,17.51,59.08,12,48546,104
1564,71.78,67.72,4,37439,222
1565,47.25,69.36,16,68009,250
1566,43.49,63.29,16,46436,378
1567,66.54,91.64,8,63802,238
1568,37.72,49.39,2,46061,247
1569,83.96,73.55,8,54359,341
1570,80.28,59.34,10,41098,337
1571,63.9,76.76,16,71849,538
1572,51.2,80.26,15,25740,466
1573,21.61,51.77,6,48172,250
1574,37.14,60.96,6,51927,369
1575,26.76,42.69,16,43238,498
1576,20.79,60.34,9,47008,360
1577,71.46,65.65,2,58712,188
1578,34.39,75.81,10,29959,221
1579,28.73,82.57,8,37580,391
1580,37.07,88.88,15,29648,457
1581,89.52,70.12,8,57656,429
1582,61.86,49.38,5,68727,210
1583,87.41,85.72,6,43515,118
1584,35.9,56.32,1,25661,335
1585,13.23,59.7,6,40038,184
1586,89.01,46.33,11,62702,304
1587,90.66,41.12,12,25288,168
1588,30.43,70.83,5,64993,168
1589,45.4,35.36,2,50394,143
1590,70.53,94.08,17,72132,371
1591,44.2,48.41,2,43248,518
1592,21.72,35.68,16,48593,490
1593,78.86,62.55,6,45945,573
1594,25.94,50.86,10,37311,549
1595,62.55,94.88,15,44552,580
1596,19.26,39.45,14,39320,311
1597,41.74,90.59,14,24748,390
1598,57.81,48.52,6,52640,530
1599,83.16,48.16,8,32859,308
1600,97.34,44.19,5,52557,245
1601,74.7,93.63,3,32480,470
1602,6.16,59.64,17,46680,77
1603,39.22,80.91,7,33009,366
1604,80.64,88.64,10,60309,498
1605,18.18,85.48,14,71036,213
1606,78.72,38.92,6,69832,254
